ID,person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,loan_status
1,0.0241935483870967,1,0.5,0.0056331597607929,0,0.1304347826086956,0.3278463648834018,0.1515151515151515,0.0,0.5130434782608696,0,0,0,0,1,0,0,0,0,1,0,0
2,0.0161290322580645,1,0.5,0.0056729219329531,0,0.1884057971014492,0.4039780521262003,0.2121212121212121,0.0357142857142857,0.558695652173913,0,0,0,0,1,0,1,0,0,0,0,0
3,0.0161290322580645,0,0.25,0.006228202057456,0,0.1246376811594203,0.3847736625514403,0.1363636363636363,0.0714285714285714,0.458695652173913,0,0,0,0,1,0,0,0,0,1,0,0
4,0.0241935483870967,0,0.75,0.0056943323333471,1,0.1014492753623188,0.1433470507544581,0.1212121212121212,0.0,0.6695652173913044,0,1,0,0,0,0,0,0,1,0,0,0
5,0.0161290322580645,0,0.5,0.0035587144083374,0,0.0702898550724637,0.3628257887517147,0.1363636363636363,0.0357142857142857,0.6608695652173913,0,0,0,0,1,1,0,0,0,0,0,0
6,0.0080645161290322,1,0.25,0.0034495769777579,0,0.1231884057971014,0.4670781893004115,0.2121212121212121,0.0357142857142857,0.6065217391304348,0,0,0,0,1,0,0,0,0,1,0,0
7,0.0161290322580645,1,0.0,0.0070183014434224,0,0.1304347826086956,0.443758573388203,0.1363636363636363,0.0714285714285714,0.5108695652173914,0,0,0,0,1,1,0,0,0,0,0,0
8,0.0161290322580645,1,0.25,0.0065012541767659,0,0.1594202898550724,0.5356652949245542,0.1666666666666666,0.0714285714285714,0.5934782608695652,0,0,0,0,1,0,0,0,0,1,0,0
9,0.0403225806451612,0,0.75,0.0057144914765752,1,0.0898550724637681,0.1419753086419753,0.106060606060606,0.0357142857142857,0.5760869565217391,0,1,0,0,0,0,0,0,1,0,0,0
10,0.032258064516129,1,0.0,0.0068080902395545,1,0.1304347826086956,0.4636488340192043,0.1363636363636363,0.0714285714285714,0.5434782608695652,0,0,0,0,1,1,0,0,0,0,0,0
11,0.0161290322580645,0,0.5,0.0048374992318671,0,0.1304347826086956,0.3834019204389575,0.1818181818181818,0.0714285714285714,0.508695652173913,0,0,0,0,1,0,0,0,1,0,0,0
12,0.0403225806451612,0,0.5,0.0064695556618969,1,0.2028985507246377,0.3676268861454046,0.2121212121212121,0.0714285714285714,0.6173913043478261,0,0,0,0,1,0,0,0,1,0,0,0
13,0.0967741935483871,1,0.25,0.0052053688386359,8,0.1304347826086956,0.2880658436213991,0.1666666666666666,0.1785714285714285,0.5282608695652173,0,0,0,0,1,0,1,0,0,0,0,0
